name,display_phone,rating,price,categories,long,lat,location.display_address
Taiwanese Bistro Cafe 33,(412) 421-2717,4.5,$$,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'seafood', 'title': 'Seafood'}]",-79.9191114696594,40.4376110828313,"['1711 Shady Ave', 'Pittsburgh, PA 15217']"
Spoon,(412) 362-6001,4.0,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}]",-79.925243,40.460065,"['134 S Highland Ave', 'Pittsburgh, PA 15206']"
Bakersfield,(412) 586-5024,4.0,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tacos', 'title': 'Tacos'}]",-79.996632,40.444065,"['940 Penn Ave', 'Pittsburgh, PA 15222']"
Fat Heads Saloon,(412) 431-7433,4.0,$$,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",-79.98022,40.42897,"['1805 E Carson St', 'Pittsburgh, PA 15203']"
The Yard,(412) 291-8182,4.0,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",-80.00287,40.4414,"['100 5th Ave', 'Pittsburgh, PA 15222']"
Eddie V's Prime Seafood,(412) 391-1714,4.5,$$$,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'lounges', 'title': 'Lounges'}]",-79.996847,40.43994,"['501 Grant St', 'Pittsburgh, PA 15219']"
Apteka,,4.5,$$,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}]",-79.94933,40.46565,"['4606 Penn Ave', 'Pittsburgh, PA 15224']"
Iron Born Pizza,(412) 588-0094,4.0,,"[{'alias': 'pizza', 'title': 'Pizza'}]",-79.98522,40.45106,"['1806 Smallman St', 'Pittsburgh, PA 15222']"
Burgatory,(412) 586-5846,4.0,$$,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",-80.0111375,40.4460819,"['342 N Shore Dr', 'Pittsburgh, PA 15212']"
The Summit,(412) 918-1647,4.5,$$,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",-80.0074910502799,40.4307117137173,"['200 Shiloh St', 'Pittsburgh, PA 15211']"
Bonfire,(412) 481-3473,4.0,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-79.9760655249097,40.4282900101726,"['2100 E Carson St', 'Pittsburgh, PA 15203']"
Sienna,(412) 281-6363,4.0,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",-80.0022912025452,40.441166189758,"['22 Market Sq', 'Pittsburgh, PA 15222']"
Emporio: A Meatball Joint,(412) 281-2810,4.0,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]",-79.99644,40.44398,"['942 Penn Ave', 'Pittsburgh, PA 15222']"
Whitfield,(412) 626-3090,4.0,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}]",-79.92648,40.46094,"['120 S Whitfield St', 'The Ace Hotel', 'Pittsburgh, PA 15206']"
CHiKN,(412) 626-7141,4.0,$$,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]",-79.95702,40.44123,"['3712 Forbes Ave', 'Pittsburgh, PA 15213']"
Legume,(412) 621-2700,4.0,$$$,"[{'alias': 'french', 'title': 'French'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",-79.95086,40.45039,"['214 N Craig St', 'Pittsburgh, PA 15213']"
Fujiya Ramen,(412) 688-0188,4.0,$$,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",-79.93514,40.4505,"['815 S Aiken Ave', 'Pittsburgh, PA 15232']"
The Porch at Schenley,(412) 687-6724,3.5,$$,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.953151,40.442777,"['221 Schenley Dr', 'Schenley Plz', 'Pittsburgh, PA 15213']"
Condado Tacos - Pittsburgh,(412) 281-9111,4.0,$$,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",-79.99546,40.44374,"['971 Liberty Ave', 'Pittsburgh, PA 15222']"
"La Palapa, Traditional Mexican Kitchen",(412) 586-7015,4.5,$$,"[{'alias': 'mexican', 'title': 'Mexican'}]",-79.973514,40.428196,"['2224 E Carson St', 'Pittsburgh, PA 15203']"
Church Brew Works,(412) 688-8200,3.5,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-79.96445,40.462118,"['3525 Liberty Ave', 'Pittsburgh, PA 15201']"
Bar Marco,(412) 471-1900,4.0,$$,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'italian', 'title': 'Italian'}]",-79.981559753418,40.4524917602539,"['2216 Penn Ave', 'Pittsburgh, PA 15222']"
Con Alma,(412) 363-5316,4.5,$$,"[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-79.92793,40.45769,"['5884 Ellsworth Ave', 'Pittsburgh, PA 15232']"
Scratch Food & Beverage,(412) 251-0822,4.0,$$,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'newamerican', 'title': 'American (New)'}]",-79.982555,40.4640926,"['1720 Lowrie St', 'Pittsburgh, PA 15212']"
Pork & Beans,(412) 338-1876,4.0,$$,"[{'alias': 'smokehouse', 'title': 'Smokehouse'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-80.0024601607132,40.4430332882836,"['136 6th St', 'Pittsburgh, PA 15222']"
Fogo de Chão Brazilian Steakhouse - Pittsburgh,(412) 312-5001,4.0,$$$,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}]",-79.9985474900972,40.440740039369,"['525 Smithfield St', 'Pittsburgh, PA 15222']"
The Twisted Frenchman,(412) 665-2880,4.5,$$$$,"[{'alias': 'french', 'title': 'French'}]",-79.927045,40.460597,"['5925 Baum Blvd', 'Pittsburgh, PA 15206']"
Everyday Noodles,(412) 421-6668,4.0,$$,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",-79.920082,40.438262,"['5875 Forbes Ave', 'Pittsburgh, PA 15217']"
"or, The Whale",(412) 632-0002,4.0,$$,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]",-79.99883,40.437499,"['463 Blvd of the Allies', 'Pittsburgh, PA 15219']"
Teppanyaki Kyoto,(412) 441-1610,4.0,$$,"[{'alias': 'japanese', 'title': 'Japanese'}]",-79.9204254150391,40.4757080078125,"['5808 Bryant St', 'Pittsburgh, PA 15206']"
Texas de Brazil,(412) 230-4004,4.0,$$$,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",-80.00526,40.43413,"['240 W Station Square Dr', 'Ste D1', 'Pittsburgh, PA 15219']"
Kavsar Restaurant,(412) 488-8708,4.5,$$,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'uzbek', 'title': 'Uzbek'}, {'alias': 'russian', 'title': 'Russian'}]",-80.0074459,40.4289202,"['16 Southern Ave', 'Pittsburgh, PA 15211']"
Fuel & Fuddle,(412) 682-3473,3.5,$$,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",-79.9566016,40.4412454,"['212 Oakland Ave', 'Pittsburgh, PA 15213']"
Tessaro's,(412) 682-6809,4.0,$$,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-79.95064,40.46278,"['4601 Liberty Ave', 'Pittsburgh, PA 15224']"
Spork,(412) 441-1700,4.0,$$$,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-79.93537,40.46448,"['5430 Penn Ave', 'Pittsburgh, PA 15206']"
Roots Natural Kitchen,(412) 904-3190,4.5,$,"[{'alias': 'newamerican', 'title': 'American (New)'}]",-79.95783,40.44076,"['3610 Forbes Ave.', 'Pittsburgh, PA 15213']"
NOLA,(412) 471-9100,3.5,$$,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}]",-80.00304,40.44118,"['24 Market Sq', 'Pittsburgh, PA 15222']"
Station,(412) 251-0540,4.0,$$,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.948517,40.461161,"['4744 Liberty Ave', 'Pittsburgh, PA 15224']"
Soba,(412) 362-5656,4.0,$$$,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",-79.92961,40.45713,"['5847 Ellsworth Ave', 'Pittsburgh, PA 15232']"
Monterey Bay Fish Grotto,(412) 481-4414,4.0,$$$,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-80.021242,40.439059,"['1411 Grandview Ave', 'Pittsburgh, PA 15211']"
Musa Caribbean / Cajun Fare,(412) 207-2733,5.0,$$,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",-80.0314,40.402,"['2318 Broadway Ave', 'Pittsburgh, PA 15216']"
Brick Shop,(412) 785-7824,5.0,,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.9627698,40.469713,"['177 40th St', 'Pittsburgh, PA 15201']"
The Foundry Table & Tap,(412) 930-0744,3.5,$$,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-80.0117417,40.445708,"['381 N Shore Dr', 'Pittsburgh, PA 15212']"
Condado Tacos - Lawrenceville,(412) 863-7630,4.0,$$,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",-79.960196,40.470627,"['4300 Butler St', 'Pittsburgh, PA 15201']"
Sienna Mercato,(412) 281-2810,4.0,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",-79.9964184,40.443983,"['942 Penn Ave', 'Fl 2', 'Pittsburgh, PA 15222']"
Bird On The Run,(412) 450-8915,4.5,$$,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]",-79.925332,40.460241,"['128 S Highland Ave', 'Pittsburgh, PA 15206']"
Senyai Thai Kitchen,(412) 441-4141,4.5,$$,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'noodles', 'title': 'Noodles'}]",-79.9288277,40.4576253,"['5865 Ellsworth Ave', 'Pittsburgh, PA 15232']"
Dancing Crab Thai Noodle House,(412) 431-1984,4.5,$$,"[{'alias': 'thai', 'title': 'Thai'}]",-79.975153,40.428244,"['2126 E Carson St', 'Pittsburgh, PA 15203']"
Baby Loves Tacos,(267) 973-9295,4.5,$,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",-79.95166,40.46272,"['4508 Liberty Ave', 'Pittsburgh, PA 15224']"
Huszar,(412) 322-8795,4.5,$$,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'hungarian', 'title': 'Hungarian'}]",-79.9988965,40.4567312,"['627 E North Ave', 'Pittsburgh, PA 15212']"
The Speckled Egg,(412) 251-5248,4.5,$$,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",-79.997125,40.439939,"['501 Grant St', 'Pittsburgh, PA 15219']"
The Vandal,(412) 251-0465,4.0,$$,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-79.95999,40.47079,"['4306 Butler St', 'Pittsburgh, PA 15201']"
Umi,(412) 362-6198,4.0,$$$$,"[{'alias': 'japanese', 'title': 'Japanese'}]",-79.92961,40.45713,"['5847 Ellsworth Ave', 'Pittsburgh, PA 15232']"
Hapa Hawaiian Grill,(412) 742-4359,5.0,,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}]",-79.9866404929758,40.4385962990247,"['1334 Fifth Ave', 'Pittsburgh, PA 15219']"
Sultry F&B,,4.5,,"[{'alias': 'modern_european', 'title': 'Modern European'}]",-79.983766,40.452074,"['54 21st St', 'Pittsburgh, PA 15222']"
Green Pepper,(412) 422-2277,3.5,$$,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'korean', 'title': 'Korean'}]",-79.922987,40.434176,"['2020 Murray Ave', 'Pittsburgh, PA 15217']"
Fish Nor Fowl,(412) 460-4644,4.0,$$$,"[{'alias': 'newamerican', 'title': 'American (New)'}]",-79.93143,40.46407,"['5523 Penn Ave', 'Pittsburgh, PA 15206']"
Alihan's Mediterranean Cuisine,(412) 888-0630,4.0,$$,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'seafood', 'title': 'Seafood'}]",-80.00257,40.44326,"['124 6th St', 'Pittsburgh, PA 15222']"
Cafe Du Jour,(412) 488-9695,4.5,$$,"[{'alias': 'french', 'title': 'French'}, {'alias': 'modern_european', 'title': 'Modern European'}]",-79.98715,40.42893,"['1107 E Carson St', 'Pittsburgh, PA 15203']"
Stagioni,(412) 586-4738,4.0,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",-79.97593,40.42824,"['2104 E Carson St', 'Pittsburgh, PA 15203']"
Hidden Harbor,(412) 422-5040,4.5,$$,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'tikibars', 'title': 'Tiki Bars'}]",-79.9195142,40.4376509,"['1708 Shady Ave', 'Pittsburgh, PA 15217']"
Sichuan Gourmet,(412) 621-6889,4.0,$$,"[{'alias': 'szechuan', 'title': 'Szechuan'}]",-79.9551590458901,40.4389524203373,"['328 Atwood St', 'Pittsburgh, PA 15213']"
Salt,(412) 580-6076,4.5,,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",-79.953426,40.455558,"['461 Melwood Ave', 'Inside TMD Holdings', 'Pittsburgh, PA 15213']"
Talia,(412) 456-8214,3.5,$$,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",-79.996659,40.441223,"['425 Sixth Ave', 'Pittsburgh, PA 15219']"
Luke Wholey's Wild Alaskan Grille,(412) 904-4509,4.0,$$,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",-79.9828073229609,40.4519212353498,"['2106 Penn Ave', 'Pittsburgh, PA 15222']"
Park Bruges,(412) 661-3334,4.0,$$,"[{'alias': 'belgian', 'title': 'Belgian'}]",-79.92055,40.47617,"['5801 Bryant St', 'Pittsburgh, PA 15206']"
