,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
10,gkR_X3INE6Rr-TuM4ynhzQ,cinderlands-foederhouse-pittsburgh,Cinderlands Foederhouse,https://s3-media3.fl.yelpcdn.com/bphoto/sFbURkUZhN4IA8u0R476Ng/o.jpg,False,https://www.yelp.com/biz/cinderlands-foederhouse-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,163,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,[],$$,+14122510656,(412) 251-0656,2710.8280550693844,40.46652,-79.96484,3705 Butler St,,,Pittsburgh,15201,US,PA,"['3705 Butler St', 'Pittsburgh, PA 15201']"
11,Ul6JwluSTm12PVDIqnNaTg,kaya-pittsburgh,Kaya,https://s3-media2.fl.yelpcdn.com/bphoto/xM2xbjf19Cw--V_gp9kSow/o.jpg,False,https://www.yelp.com/biz/kaya-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,725,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,['delivery'],$$,+14122616565,(412) 261-6565,899.684278037508,40.45167,-79.98424,2000 Smallman St,,,Pittsburgh,15222,US,PA,"['2000 Smallman St', 'Pittsburgh, PA 15222']"
12,dLc1d1zwd1Teu2QED5TmlA,noodlehead-pittsburgh,Noodlehead,https://s3-media2.fl.yelpcdn.com/bphoto/8YXmWMs0owHDyID0DFJnww/o.jpg,False,https://www.yelp.com/biz/noodlehead-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,1369,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,['delivery'],$,,,4762.760098272751,40.457748,-79.925491,242 S Highland Ave,,,Pittsburgh,15206,US,PA,"['242 S Highland Ave', 'Pittsburgh, PA 15206']"
13,S8urdN6ACnRQUm-7o9An8w,altius-pittsburgh,Altius,https://s3-media4.fl.yelpcdn.com/bphoto/z5FlFKAbvMTbsjDjcTnRyw/o.jpg,False,https://www.yelp.com/biz/altius-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,607,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,['delivery'],$$$,+14129044442,(412) 904-4442,3469.6409376954034,40.438556,-80.019299,1230 Grandview Ave,,,Pittsburgh,15211,US,PA,"['1230 Grandview Ave', 'Pittsburgh, PA 15211']"
14,vNQkym5qZ-E-4AJ4IQ5JEg,alla-famiglia-pittsburgh,Alla Famiglia,https://s3-media2.fl.yelpcdn.com/bphoto/J6xqXVK9-cbds8NV2CNuxA/o.jpg,False,https://www.yelp.com/biz/alla-famiglia-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,269,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,['delivery'],$$$$,+14124881440,(412) 488-1440,2836.3763084588904,40.42161,-79.99346,804 E Warrington Ave,,,Pittsburgh,15210,US,PA,"['804 E Warrington Ave', 'Pittsburgh, PA 15210']"
15,O2InCSXa5K6Zsqns39UHMQ,cinderlands-warehouse-pittsburgh-2,Cinderlands Warehouse,https://s3-media3.fl.yelpcdn.com/bphoto/4ur5A8tGeLCa8VU1qI3SJA/o.jpg,False,https://www.yelp.com/biz/cinderlands-warehouse-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,90,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,[],$$,+14122091575,(412) 209-1575,1253.2879474237056,40.45591,-79.97927,2601 Smallman St,,,Pittsburgh,15222,US,PA,"['2601 Smallman St', 'Pittsburgh, PA 15222']"
16,e9KXojla4OuVP7qcC5LNsg,union-grill-pittsburgh,Union Grill,https://s3-media3.fl.yelpcdn.com/bphoto/j2188XUYj3v-DZuModoIWw/o.jpg,False,https://www.yelp.com/biz/union-grill-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,409,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,['delivery'],$$,+14126818620,(412) 681-8620,2593.1614692016196,40.44482,-79.94842,413 S Craig St,,,Pittsburgh,15213,US,PA,"['413 S Craig St', 'Pittsburgh, PA 15213']"
17,NoF90rswXBHESSyDaWeKKA,proper-brick-oven-and-tap-room-pittsburgh,Proper Brick Oven & Tap Room,https://s3-media3.fl.yelpcdn.com/bphoto/WcY20-h_x47aNGouUZmXcw/o.jpg,False,https://www.yelp.com/biz/proper-brick-oven-and-tap-room-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,697,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,['delivery'],$$,+14122815700,(412) 281-5700,1802.1601737164362,40.4435995,-80.0003448,139 7th St,,,Pittsburgh,15222,US,PA,"['139 7th St', 'Pittsburgh, PA 15222']"
18,MdpoKByQGwhCb9ZWaPxUXg,the-forge-pittsburgh,The Forge,https://s3-media3.fl.yelpcdn.com/bphoto/z1Z3e3uvalkBKFV0Uxp7aQ/o.jpg,False,https://www.yelp.com/biz/the-forge-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,11,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],,+14124083322,(412) 408-3322,2213.197408173722,40.4625338833522,-79.967549609787,3345 Penn Ave,,,Pittsburgh,15201,US,PA,"['3345 Penn Ave', 'Pittsburgh, PA 15201']"
19,RKVYQ00LvK0_FO6Ll7lvOg,muddy-waters-oyster-bar-pittsburgh,Muddy Waters Oyster Bar,https://s3-media4.fl.yelpcdn.com/bphoto/CZ0WjyULNBGz_k1FO9PLsQ/o.jpg,False,https://www.yelp.com/biz/muddy-waters-oyster-bar-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,544,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"['restaurant_reservation', 'delivery', 'pickup']",$$,+14123610555,(412) 361-0555,4874.3307683624325,40.4602070145253,-79.925226,130 S Highland Ave,,,Pittsburgh,15206,US,PA,"['130 S Highland Ave', 'Pittsburgh, PA 15206']"
20,drquCq18pgKu1lv1UzJJAQ,siempre-algo-pittsburgh,Siempre Algo,https://s3-media2.fl.yelpcdn.com/bphoto/O048uRigi-I8RiEHCTZ3xg/o.jpg,False,https://www.yelp.com/biz/siempre-algo-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,62,"[{'alias': 'newamerican', 'title': 'American (New)'}]",5.0,[],$$$,+14126529968,(412) 652-9968,2105.8340143600735,40.4535,-80.00103,414 E Ohio St,,,Pittsburgh,15212,US,PA,"['414 E Ohio St', 'Pittsburgh, PA 15212']"
21,VgWvHMs5TJ2lr0ec2DaMtQ,bae-baes-kitchen-pittsburgh-3,Bae Bae's Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/6BTZFNoPaSYgIPa4v2O6ng/o.jpg,False,https://www.yelp.com/biz/bae-baes-kitchen-pittsburgh-3?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,403,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,"['delivery', 'pickup']",$$,+14123911890,(412) 391-1890,1451.2216859840555,40.443682,-79.996195,951 Liberty Ave,,,Pittsburgh,15222,US,PA,"['951 Liberty Ave', 'Pittsburgh, PA 15222']"
22,88ukmEdVxAC89elQsBaYsA,two-sisters-pittsburgh-2,Two Sisters,https://s3-media2.fl.yelpcdn.com/bphoto/6KezcGkVmgkqbULOerDpTQ/o.jpg,False,https://www.yelp.com/biz/two-sisters-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,133,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,['delivery'],$$,+14124042760,(412) 404-2760,5080.42688246333,40.46291,-79.92396,216 N Highland Ave,,,Pittsburgh,15206,US,PA,"['216 N Highland Ave', 'Pittsburgh, PA 15206']"
23,HGtJeZ5ifqRwknvsBlB8fQ,tocayo-taqueria-and-tequila-pittsburgh,Tocayo Taqueria & Tequila,https://s3-media2.fl.yelpcdn.com/bphoto/DnNfCKrRoM3kiiuw2LFUMg/o.jpg,False,https://www.yelp.com/biz/tocayo-taqueria-and-tequila-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,120,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,['pickup'],$$,+14122515695,(412) 251-5695,4027.3075411002933,40.45122,-79.93223,810 Ivy St,,,Pittsburgh,15232,US,PA,"['810 Ivy St', 'Pittsburgh, PA 15232']"
24,d2ZQRjuizstCTnicysmpMQ,eleven-pittsburgh,Eleven,https://s3-media2.fl.yelpcdn.com/bphoto/6JzhRxe7HWs5SK33OKvxXg/o.jpg,False,https://www.yelp.com/biz/eleven-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,719,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$$,+14122015656,(412) 201-5656,1200.6843105135545,40.44602,-79.99325,1150 Smallman St,,,Pittsburgh,15222,US,PA,"['1150 Smallman St', 'Pittsburgh, PA 15222']"
25,TZpTyyGvQkKPnt59PVUGhg,butterjoint-pittsburgh-3,Butterjoint,https://s3-media4.fl.yelpcdn.com/bphoto/M7KxaQ2EIQ7LI-B-NtvMUQ/o.jpg,False,https://www.yelp.com/biz/butterjoint-pittsburgh-3?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,209,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,[],$$,+14126212700,(412) 621-2700,2471.022812233713,40.4499759734743,-79.9507371864515,214 N Craig St,,,Pittsburgh,15213,US,PA,"['214 N Craig St', 'Pittsburgh, PA 15213']"
26,17DImn_vPnuwU9hhRFXlUA,umami-pittsburgh-2,Umami,https://s3-media1.fl.yelpcdn.com/bphoto/QKXhS5PGCe-JbWWyGO7qEA/o.jpg,False,https://www.yelp.com/biz/umami-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,311,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"['delivery', 'pickup']",$$,+14122242354,(412) 224-2354,2748.471189512641,40.46664,-79.96419,202 38th St,,(Above Round Corner Cantina),Pittsburgh,15201,US,PA,"['202 38th St', '(Above Round Corner Cantina)', 'Pittsburgh, PA 15201']"
27,xcmmTXhuMx2fZF2Bt69F4w,point-brugge-café-pittsburgh-2,Point Brugge Café,https://s3-media4.fl.yelpcdn.com/bphoto/hNDuzStDD-DDTXGwXsqj5w/o.jpg,False,https://www.yelp.com/biz/point-brugge-caf%C3%A9-pittsburgh-2?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,595,"[{'alias': 'belgian', 'title': 'Belgian'}]",4.5,['delivery'],$$,+14124413334,(412) 441-3334,5549.995029587005,40.45003,-79.91385,401 Hastings St,,,Pittsburgh,15206,US,PA,"['401 Hastings St', 'Pittsburgh, PA 15206']"
28,sMzNLdhJZGzYirIWt-fMAg,sienna-mercato-pittsburgh,Sienna Mercato,https://s3-media3.fl.yelpcdn.com/bphoto/aVFYhPIOXfCc_nQR9r7ccw/o.jpg,False,https://www.yelp.com/biz/sienna-mercato-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,838,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,[],$$,+14122812810,(412) 281-2810,1469.674584312531,40.4439496,-79.9964366,942 Penn Ave,,,Pittsburgh,15222,US,PA,"['942 Penn Ave', 'Pittsburgh, PA 15222']"
29,0PCBt3JKD6IooicImKNBzA,nickys-thai-kitchen-pittsburgh-4,Nicky's Thai Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/pzs7D0PESvi2BkLv1y4LSA/o.jpg,False,https://www.yelp.com/biz/nickys-thai-kitchen-pittsburgh-4?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,746,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"['delivery', 'pickup']",$$,+14124718424,(412) 471-8424,1623.2483284428536,40.443983,-79.998256,903 Penn Ave,,,Pittsburgh,15222,US,PA,"['903 Penn Ave', 'Pittsburgh, PA 15222']"
30,j54J0Ky4ruVbN_NTJ3daFg,girasole-restaurant-pittsburgh,Girasole Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/-y11kc5CdCALLMD-772VFw/o.jpg,False,https://www.yelp.com/biz/girasole-restaurant-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,437,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,['delivery'],$$,+14126822130,(412) 682-2130,3837.2575904968767,40.45121,-79.93462,733 Copeland St,,,Pittsburgh,15232,US,PA,"['733 Copeland St', 'Pittsburgh, PA 15232']"
31,7PRse3yCQbEprAj1DWrEQQ,dish-osteria-and-bar-pittsburgh,Dish Osteria and Bar,https://s3-media1.fl.yelpcdn.com/bphoto/acWt6YSSbg_uVAT7VKCgwg/o.jpg,False,https://www.yelp.com/biz/dish-osteria-and-bar-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,209,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,[],$$$,+14123902012,(412) 390-2012,1928.413861502358,40.4275054931641,-79.9823684692383,128 S 17th St,,,Pittsburgh,15203,US,PA,"['128 S 17th St', 'Pittsburgh, PA 15203']"
32,6Az5aA5sdrqwfJjnS8TROQ,night-market-gourmet-pittsburgh,Night Market Gourmet,https://s3-media1.fl.yelpcdn.com/bphoto/59dCM-ZJ22lGVWTcJIxmNw/o.jpg,False,https://www.yelp.com/biz/night-market-gourmet-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,42,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}]",4.5,"['delivery', 'pickup']",,+14124360068,(412) 436-0068,1812.776935555018,40.441257,-79.95815,114 Atwood St,,,Pittsburgh,15213,US,PA,"['114 Atwood St', 'Pittsburgh, PA 15213']"
33,7l-CCyNnvT86GMR5EtYjog,shiloh-grill-pittsburgh-3,Shiloh Grill,https://s3-media2.fl.yelpcdn.com/bphoto/jr5701e-rZsqgyhZcfPM1Q/o.jpg,False,https://www.yelp.com/biz/shiloh-grill-pittsburgh-3?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,399,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"['restaurant_reservation', 'delivery']",$$,+14124314000,(412) 431-4000,2814.111253758882,40.43089,-80.00697,123 Shiloh St,,,Pittsburgh,15211,US,PA,"['123 Shiloh St', 'Pittsburgh, PA 15211']"
34,3dyO9LrC9x-qJ2ZpbL9FZA,soju-pittsburgh,Soju,https://s3-media1.fl.yelpcdn.com/bphoto/zrqH938IhShTMgDI12GeJw/o.jpg,False,https://www.yelp.com/biz/soju-pittsburgh?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,123,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,['delivery'],$$,+14129567699,(412) 956-7699,3735.394148532326,40.46536,-79.94431,4923 Penn Ave,,,Pittsburgh,15224,US,PA,"['4923 Penn Ave', 'Pittsburgh, PA 15224']"
35,9MPLntyNzhdUXpGT-h0HUw,acorn-pittsburgh-pittsburgh-3,Acorn Pittsburgh,https://s3-media3.fl.yelpcdn.com/bphoto/17zkgpkG2X2N8AAxK0bQCQ/o.jpg,False,https://www.yelp.com/biz/acorn-pittsburgh-pittsburgh-3?adjust_creative=HFFMmboj5I-9eAq-_1sRmw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=HFFMmboj5I-9eAq-_1sRmw,153,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,['delivery'],$$$,+14125305950,(412) 530-5950,4000.000306659785,40.45129,-79.93259,5528 Walnut St,,,Pittsburgh,15232,US,PA,"['5528 Walnut St', 'Pittsburgh, PA 15232']"
